customer_id,channel,acquisition_date,cac,active_months
138,instagram,2023-04-03,873.73,2
139,google,2023-06-26,833.75,12
140,referral,2023-04-11,447.87,10
141,instagram,2023-04-15,877.7,11
142,google,2023-06-02,1027.55,2
143,google,2023-06-02,1047.5,4
144,google,2023-06-06,753.25,1
145,instagram,2023-01-26,1449.98,3
146,referral,2023-03-19,359.78,3
147,referral,2023-03-18,355.72,3
148,referral,2023-06-11,404.04,1
149,google,2023-05-01,847.49,12
150,instagram,2023-04-04,1501.27,12
151,coupon_site,2023-01-26,481.52,1
152,google,2023-05-02,1138.02,4
153,google,2023-02-19,1113.86,10
154,instagram,2023-01-16,896.49,6
155,referral,2023-05-31,271.28,12
156,organic,2023-04-22,207.45,12
157,instagram,2023-06-21,1048.83,12
158,organic,2023-03-20,153.94,12
159,coupon_site,2023-06-06,502.13,1
160,google,2023-04-06,959.4,2
161,google,2023-02-15,731.81,6
162,google,2023-03-14,866.73,12
163,google,2023-05-18,1107.88,2
164,coupon_site,2023-04-17,504.71,1
165,google,2023-05-01,770.53,1
166,organic,2023-02-04,236.7,1
167,coupon_site,2023-01-05,442.47,3
168,referral,2023-05-02,319.4,1
169,organic,2023-06-24,230.43,2
170,organic,2023-01-07,232.76,12
171,referral,2023-06-07,290.71,7
172,coupon_site,2023-06-02,419.44,1
173,coupon_site,2023-05-07,493.7,2
174,organic,2023-05-08,205.92,7
175,google,2023-04-20,1109.58,2
176,instagram,2023-06-01,1289.1,11
177,google,2023-02-28,883.41,3
178,instagram,2023-01-12,1167.51,9
179,instagram,2023-05-04,888.25,12
180,instagram,2023-04-11,962.48,12
181,organic,2023-01-09,162.89,4
182,organic,2023-03-30,201.66,12
183,instagram,2023-06-01,1190.01,12
184,coupon_site,2023-05-25,448.98,5
185,google,2023-04-18,900.69,1
186,instagram,2023-04-08,995.16,3
187,coupon_site,2023-01-06,442.84,1
188,google,2023-05-12,737.19,1
189,instagram,2023-01-27,880.04,1
190,organic,2023-04-01,251.79,12
191,referral,2023-04-13,448.64,3
192,google,2023-02-09,1164.29,5
193,coupon_site,2023-01-27,467.56,1
194,referral,2023-01-20,297.45,7
195,organic,2023-02-27,204.53,3
196,google,2023-04-13,973.12,5
197,google,2023-05-03,932.08,10
198,instagram,2023-01-14,1335.39,1
199,coupon_site,2023-01-10,336.12,1
200,coupon_site,2023-01-18,485.91,2
201,instagram,2023-04-29,1235.91,1
202,google,2023-05-30,697.81,1
203,coupon_site,2023-01-22,441.1,1
204,google,2023-02-01,964.47,3
205,referral,2023-04-18,257.81,2
206,referral,2023-03-18,383.84,7
207,organic,2023-02-08,215.77,5
208,organic,2023-06-10,240.5,9
209,google,2023-02-12,630.02,7
210,coupon_site,2023-01-22,439.9,8
211,referral,2023-06-06,263.41,1
212,referral,2023-06-22,408.87,7
213,referral,2023-04-08,349.61,8
214,google,2023-02-18,995.1,2
215,referral,2023-04-12,326.33,7
216,google,2023-02-21,790.58,1
217,google,2023-02-04,692.9,1
218,organic,2023-01-12,239.44,12
219,coupon_site,2023-06-20,390.24,2
220,referral,2023-06-19,409.73,6
221,coupon_site,2023-05-27,492.06,1
222,coupon_site,2023-01-16,415.84,4
223,google,2023-02-19,721.74,1
224,instagram,2023-04-02,1302.11,4
225,google,2023-04-04,894.82,1
226,organic,2023-04-24,215.33,10
227,organic,2023-04-06,182.94,9
228,instagram,2023-05-14,1493.77,2
229,coupon_site,2023-06-02,285.42,3
230,instagram,2023-02-08,1360.61,11
231,google,2023-05-23,713.04,12
232,organic,2023-03-30,158.23,3
233,referral,2023-05-08,435.94,3
234,google,2023-05-11,725.65,1
235,referral,2023-06-28,443.61,2
236,organic,2023-04-26,252.06,5
237,referral,2023-01-13,449.91,3
238,organic,2023-03-26,219.3,12
239,organic,2023-06-06,154.44,1
240,referral,2023-05-26,452.25,9
241,instagram,2023-03-24,1148.27,1
242,coupon_site,2023-04-18,349.35,1
243,coupon_site,2023-02-27,300.99,1
244,referral,2023-01-26,399.29,8
245,coupon_site,2023-03-31,423.15,3
246,google,2023-02-25,946.72,4
247,coupon_site,2023-04-20,351.51,1
248,instagram,2023-04-22,1258.73,10
249,coupon_site,2023-04-30,423.38,4
250,referral,2023-06-03,316.85,12
251,instagram,2023-06-10,1379.0,5
252,referral,2023-01-06,288.47,12
253,google,2023-06-03,652.41,2
254,instagram,2023-01-14,1456.32,11
255,google,2023-03-15,1127.09,1
256,organic,2023-02-01,257.74,6
257,instagram,2023-02-23,962.23,1
258,instagram,2023-03-17,1492.49,10
259,google,2023-04-20,797.23,1
260,coupon_site,2023-02-22,356.3,1
261,google,2023-01-28,1077.97,1
262,coupon_site,2023-06-22,338.21,1
263,google,2023-05-31,856.44,7
264,coupon_site,2023-06-26,452.14,1
265,google,2023-04-05,1101.97,1
266,organic,2023-05-27,176.59,2
267,instagram,2023-04-02,1532.22,8
268,coupon_site,2023-05-21,462.85,4
269,referral,2023-04-26,340.09,2
270,referral,2023-04-25,299.33,2
271,google,2023-05-28,758.68,1
272,instagram,2023-03-23,1464.95,6
273,instagram,2023-03-09,1431.66,1
274,coupon_site,2023-02-14,457.5,1
275,instagram,2023-03-27,1526.38,1
276,instagram,2023-02-23,1098.24,2
277,instagram,2023-03-08,1051.62,4
278,referral,2023-05-19,279.35,2
279,coupon_site,2023-02-28,498.56,1
280,google,2023-06-04,748.73,3
281,coupon_site,2023-01-11,285.91,2
282,google,2023-03-10,1093.5,3
283,referral,2023-02-24,348.74,12
284,instagram,2023-02-06,881.04,7
285,instagram,2023-06-28,1027.49,12
286,coupon_site,2023-01-24,314.62,2
287,google,2023-02-12,1131.13,1
288,instagram,2023-02-28,1169.62,2
289,coupon_site,2023-03-09,501.7,3
290,referral,2023-06-08,274.52,3
291,instagram,2023-05-03,1495.34,3
292,instagram,2023-01-20,1430.17,12
293,organic,2023-06-20,183.3,12
294,google,2023-05-05,802.81,4
295,instagram,2023-05-13,1156.93,1
296,referral,2023-02-19,339.74,8
297,instagram,2023-03-20,1177.18,12
298,google,2023-01-12,672.46,2
299,instagram,2023-03-08,1295.82,12
300,organic,2023-05-11,239.06,12
301,organic,2023-05-10,231.87,2
302,referral,2023-04-22,428.7,1
303,coupon_site,2023-03-01,349.39,1
304,instagram,2023-01-23,1209.73,12
305,instagram,2023-04-02,1318.1,2
306,organic,2023-05-27,158.15,3
307,coupon_site,2023-05-17,507.08,1
308,google,2023-02-19,1024.16,12
309,coupon_site,2023-05-26,292.68,1
310,instagram,2023-03-07,1069.55,7
311,referral,2023-01-24,296.12,12
312,instagram,2023-04-03,1507.2,5
313,instagram,2023-05-04,1308.52,12
314,coupon_site,2023-01-02,502.81,1
315,coupon_site,2023-01-17,383.71,6
316,referral,2023-06-23,397.16,2
317,coupon_site,2023-05-01,366.4,1
318,google,2023-02-22,761.29,8
319,coupon_site,2023-03-28,380.25,1
320,referral,2023-04-08,443.45,7
321,organic,2023-05-20,213.85,2
322,google,2023-04-16,867.8,4
323,instagram,2023-03-03,1365.69,3
324,instagram,2023-03-03,1199.4,7
325,organic,2023-02-14,204.57,1
326,organic,2023-06-08,242.56,9
327,referral,2023-05-25,312.94,1
328,organic,2023-01-16,147.2,4
329,instagram,2023-06-25,1217.64,8
330,organic,2023-02-25,172.12,5
331,coupon_site,2023-03-16,487.46,1
332,coupon_site,2023-05-18,469.63,1
333,referral,2023-05-17,293.74,8
334,google,2023-03-23,635.95,3
335,organic,2023-03-10,174.49,8
336,google,2023-06-18,923.78,4
337,coupon_site,2023-06-16,365.2,1
338,referral,2023-04-08,331.16,2
339,google,2023-01-23,798.94,1
340,organic,2023-01-10,238.91,8
341,coupon_site,2023-02-03,514.06,6
342,referral,2023-02-15,321.3,3
343,organic,2023-03-09,200.9,5
344,google,2023-04-22,734.13,1
345,referral,2023-01-14,348.26,12
346,instagram,2023-01-03,1029.01,1
347,instagram,2023-04-23,1182.12,3
348,referral,2023-01-15,427.84,3
349,referral,2023-03-02,343.85,1
350,google,2023-04-21,757.63,6
351,instagram,2023-01-13,896.55,3
352,instagram,2023-01-01,937.56,4
353,instagram,2023-03-04,1298.93,6
354,google,2023-01-31,892.46,6
355,instagram,2023-06-10,890.73,2
356,referral,2023-04-28,417.3,6
357,google,2023-04-10,900.78,1
358,instagram,2023-06-18,1051.21,5
359,instagram,2023-04-28,1465.54,8
360,google,2023-05-19,805.92,10
361,referral,2023-02-02,364.77,1
362,instagram,2023-03-30,886.26,8
363,instagram,2023-01-12,1252.91,1
364,instagram,2023-05-12,956.76,12
365,instagram,2023-06-17,1108.71,5
366,google,2023-05-08,673.25,1
367,instagram,2023-02-24,1096.17,5
368,google,2023-02-28,642.45,12
369,google,2023-01-21,1080.13,1
370,organic,2023-06-16,180.1,12
371,coupon_site,2023-03-12,306.25,1
372,organic,2023-06-10,173.15,12
373,google,2023-05-21,860.85,1
374,referral,2023-01-17,408.7,2
375,coupon_site,2023-05-05,397.15,1
376,referral,2023-03-06,452.95,1
377,coupon_site,2023-03-23,468.77,1
378,referral,2023-05-31,361.97,12
379,organic,2023-06-27,157.69,1
380,coupon_site,2023-06-12,413.33,2
381,organic,2023-05-27,245.9,8
382,instagram,2023-05-04,1510.2,1
383,coupon_site,2023-03-31,330.08,2
384,google,2023-06-18,870.17,1
385,google,2023-06-13,699.22,3
386,organic,2023-03-06,175.83,12
387,google,2023-06-08,1018.51,11
388,instagram,2023-02-25,1101.01,7
389,coupon_site,2023-04-15,416.4,1
390,coupon_site,2023-02-20,487.94,1
391,instagram,2023-04-22,1133.68,8
392,organic,2023-05-15,252.82,12
393,organic,2023-05-17,187.89,5
394,referral,2023-04-28,261.71,12
395,organic,2023-02-24,219.62,4
396,google,2023-01-03,1119.16,4
397,google,2023-03-21,770.16,2
398,instagram,2023-06-09,1416.97,4
399,google,2023-04-24,1109.44,1
400,instagram,2023-03-07,1186.41,3
401,google,2023-03-13,1145.37,12
402,referral,2023-03-09,304.49,1
403,google,2023-04-23,1012.69,1
404,coupon_site,2023-04-05,453.27,5
405,coupon_site,2023-05-14,515.77,1
406,google,2023-03-24,750.86,2
407,instagram,2023-02-02,1514.6,3
408,coupon_site,2023-05-02,514.88,2
409,google,2023-06-29,739.62,3
410,instagram,2023-05-11,1497.51,12
411,organic,2023-02-25,199.72,6
412,instagram,2023-01-17,1126.62,1
413,coupon_site,2023-03-23,433.59,3
414,coupon_site,2023-02-09,391.5,2
415,google,2023-04-18,865.6,12
416,google,2023-04-25,666.01,10
417,instagram,2023-02-07,1216.77,3
418,referral,2023-06-26,390.91,4
419,instagram,2023-03-18,919.49,4
420,google,2023-06-11,1166.92,4
421,coupon_site,2023-03-12,445.13,1
422,organic,2023-06-08,214.63,12
423,referral,2023-04-03,264.12,7
424,referral,2023-03-21,338.24,1
425,organic,2023-02-24,244.83,12
426,referral,2023-01-10,429.67,4
427,coupon_site,2023-06-23,318.66,11
428,organic,2023-04-21,168.81,12
429,coupon_site,2023-03-08,294.42,1
430,organic,2023-05-19,245.8,5
431,organic,2023-02-17,191.19,12
432,instagram,2023-06-24,1349.67,11
433,coupon_site,2023-02-16,341.13,1
434,coupon_site,2023-05-16,283.87,1
435,google,2023-01-20,847.92,1
436,google,2023-05-13,911.84,1
437,google,2023-06-16,675.29,12
438,coupon_site,2023-02-14,408.22,3
439,organic,2023-02-18,182.28,3
440,instagram,2023-06-19,1313.18,4
441,coupon_site,2023-02-15,453.67,3
442,organic,2023-03-17,220.58,1
443,google,2023-02-25,729.75,3
444,google,2023-02-17,968.46,6
445,instagram,2023-03-04,988.35,1
446,referral,2023-06-19,363.02,1
447,organic,2023-05-16,179.94,12
448,coupon_site,2023-03-26,469.79,1
449,organic,2023-02-03,207.1,7
450,organic,2023-03-28,204.02,1
451,coupon_site,2023-04-10,518.01,5
452,google,2023-04-09,1128.15,11
453,google,2023-04-24,1033.78,3
454,instagram,2023-06-16,1355.64,1
455,referral,2023-05-16,360.63,2
456,instagram,2023-01-19,1080.13,1
457,referral,2023-01-13,245.01,12
458,coupon_site,2023-04-22,402.93,1
459,google,2023-03-10,929.63,9
460,instagram,2023-04-19,1296.87,6
461,instagram,2023-05-26,1162.54,1
462,instagram,2023-03-19,1358.02,3
463,organic,2023-01-04,238.44,5
464,google,2023-01-29,704.39,2
465,organic,2023-03-31,149.39,12
466,referral,2023-03-08,384.61,2
467,organic,2023-03-22,177.46,1
468,referral,2023-01-13,370.62,2
469,instagram,2023-03-01,1324.71,12
470,coupon_site,2023-05-13,514.93,4
471,referral,2023-03-28,262.29,1
472,instagram,2023-06-20,1223.26,1
473,google,2023-05-13,708.64,1
474,google,2023-02-02,867.17,11
475,google,2023-03-01,727.55,3
476,instagram,2023-02-08,1407.32,2
477,google,2023-04-04,668.61,2
478,instagram,2023-01-06,956.81,4
479,instagram,2023-06-01,1536.39,4
480,google,2023-04-10,969.72,9
481,google,2023-05-14,861.42,7
482,coupon_site,2023-05-23,492.3,1
483,google,2023-05-03,687.54,12
484,instagram,2023-03-25,1212.53,1
485,organic,2023-05-10,189.12,12
486,instagram,2023-03-06,1426.95,1
487,referral,2023-05-10,362.71,2
488,referral,2023-04-26,282.88,5
489,google,2023-01-23,1120.42,1
490,referral,2023-04-18,364.23,12
491,organic,2023-05-31,220.03,2
492,google,2023-04-04,1141.85,3
493,organic,2023-02-15,179.92,6
494,google,2023-06-03,1034.59,12
495,coupon_site,2023-06-04,490.68,4
496,organic,2023-01-04,247.13,12
497,coupon_site,2023-06-24,514.84,1
498,organic,2023-04-20,255.85,5
499,referral,2023-01-27,452.98,8
500,organic,2023-02-25,212.09,11
501,google,2023-01-18,725.81,3
502,google,2023-03-07,899.0,3
503,coupon_site,2023-04-18,340.11,4
504,google,2023-01-13,970.42,2
505,organic,2023-01-19,169.38,12
506,google,2023-05-27,774.02,12
507,organic,2023-03-12,201.74,12
508,referral,2023-03-22,402.25,7
509,organic,2023-02-10,248.96,2
510,organic,2023-05-02,182.46,4
511,organic,2023-03-28,243.06,1
512,coupon_site,2023-01-14,292.73,1
513,google,2023-06-20,1112.46,1
514,organic,2023-04-19,148.69,3
515,referral,2023-01-11,452.9,7
516,google,2023-02-23,829.97,1
517,google,2023-05-27,1033.78,1
518,coupon_site,2023-01-18,339.15,1
519,coupon_site,2023-06-22,391.02,1
520,instagram,2023-02-24,1421.71,1
521,referral,2023-04-29,345.6,1
522,coupon_site,2023-06-19,318.65,1
523,instagram,2023-04-10,905.57,5
524,referral,2023-03-05,440.96,4
525,google,2023-03-27,913.61,1
526,referral,2023-05-27,341.35,12
527,google,2023-04-28,1010.48,1
528,google,2023-01-25,638.03,2
529,instagram,2023-04-01,978.97,12
530,organic,2023-04-16,201.08,12
531,google,2023-03-24,639.97,10
532,google,2023-01-19,813.11,7
533,coupon_site,2023-05-01,507.59,1
534,coupon_site,2023-01-09,449.62,2
535,organic,2023-05-09,160.8,4
536,coupon_site,2023-04-27,328.41,1
537,organic,2023-04-12,200.86,4
538,coupon_site,2023-05-28,311.76,2
539,coupon_site,2023-02-25,368.47,1
540,google,2023-04-03,930.15,3
541,coupon_site,2023-02-11,469.57,2
542,referral,2023-04-25,261.11,1
543,google,2023-06-26,1142.55,10
544,instagram,2023-01-28,980.13,3
545,instagram,2023-03-20,941.22,12
546,instagram,2023-05-15,851.15,2
547,coupon_site,2023-06-21,501.8,2
548,organic,2023-04-05,170.19,3
549,organic,2023-02-03,188.99,3
550,coupon_site,2023-03-15,495.46,1
551,referral,2023-05-14,380.15,12
552,organic,2023-02-14,255.1,1
553,coupon_site,2023-04-05,347.21,1
554,coupon_site,2023-03-31,441.11,9
555,instagram,2023-02-17,885.27,7
556,referral,2023-01-03,258.78,3
557,google,2023-02-15,1090.2,4
558,instagram,2023-06-04,1056.02,2
559,coupon_site,2023-05-22,292.27,6
560,instagram,2023-04-11,1174.71,12
561,coupon_site,2023-03-20,467.69,6
562,coupon_site,2023-04-27,313.37,1
563,google,2023-05-22,1031.92,3
564,organic,2023-06-08,257.7,4
565,google,2023-03-26,770.46,12
566,organic,2023-03-27,205.4,2
567,google,2023-04-05,647.34,1
568,coupon_site,2023-04-05,493.4,2
569,organic,2023-06-27,235.86,1
570,referral,2023-02-14,351.52,11
571,coupon_site,2023-01-24,449.96,3
572,coupon_site,2023-03-24,309.22,4
573,instagram,2023-04-05,1151.06,12
574,google,2023-02-08,649.86,12
575,referral,2023-04-01,387.53,4
576,google,2023-06-07,845.14,7
577,google,2023-01-16,1131.63,12
578,referral,2023-02-19,256.42,1
579,organic,2023-04-12,147.06,12
580,instagram,2023-03-08,883.15,1
581,organic,2023-04-07,187.92,7
582,organic,2023-05-25,220.42,12
583,instagram,2023-01-13,1049.15,3
584,coupon_site,2023-03-06,482.48,1
585,google,2023-05-01,1160.3,1
586,coupon_site,2023-06-21,281.46,1
587,referral,2023-03-06,362.68,3
588,instagram,2023-01-24,1317.41,5
589,coupon_site,2023-01-18,445.56,1
590,instagram,2023-04-10,1212.89,9
591,organic,2023-06-21,245.33,1
592,instagram,2023-03-13,914.37,6
593,organic,2023-06-03,241.71,2
594,referral,2023-06-25,306.42,10
595,instagram,2023-02-09,1077.47,8
596,coupon_site,2023-05-15,412.91,1
597,organic,2023-04-29,228.86,12
598,referral,2023-02-23,396.78,2
599,google,2023-03-03,649.23,9
600,organic,2023-03-14,170.2,5
601,referral,2023-04-30,452.48,7
602,instagram,2023-01-19,1505.16,8
603,coupon_site,2023-02-20,515.97,2
604,google,2023-02-09,927.16,1
605,referral,2023-01-25,273.01,12
606,referral,2023-03-15,336.72,9
607,instagram,2023-05-14,1121.34,10
608,google,2023-05-03,883.01,12
609,coupon_site,2023-03-28,304.86,1
610,organic,2023-06-16,164.0,12
611,referral,2023-01-05,328.29,3
612,google,2023-05-28,998.21,4
613,instagram,2023-05-27,871.36,1
614,organic,2023-05-02,201.32,1
615,referral,2023-05-03,452.92,10
616,google,2023-05-27,924.86,3
617,google,2023-05-26,748.67,1
618,organic,2023-04-22,220.11,12
619,google,2023-05-13,777.19,12
620,google,2023-01-13,957.01,6
621,organic,2023-03-28,221.38,12
622,google,2023-06-03,967.8,4
623,coupon_site,2023-01-21,317.36,1
624,organic,2023-01-25,237.28,5
625,organic,2023-04-16,198.06,2
626,instagram,2023-06-12,1471.46,1
627,organic,2023-05-11,228.12,1
628,instagram,2023-05-09,919.71,12
629,coupon_site,2023-01-07,379.27,6
630,google,2023-04-24,684.32,3
631,referral,2023-04-28,376.32,3
632,google,2023-04-01,982.99,11
633,instagram,2023-05-07,1084.49,2
634,referral,2023-05-13,334.54,12
635,organic,2023-05-01,221.8,2
636,referral,2023-06-26,350.69,12
637,coupon_site,2023-01-14,306.47,1
638,organic,2023-01-13,144.34,3
639,referral,2023-05-03,314.15,1
640,referral,2023-06-27,444.62,6
641,organic,2023-06-19,240.27,1
642,organic,2023-03-20,206.22,1
643,instagram,2023-03-05,971.38,7
644,instagram,2023-05-14,929.64,12
645,organic,2023-01-19,206.42,12
646,instagram,2023-01-19,1292.22,12
647,google,2023-05-14,955.72,1
648,coupon_site,2023-05-16,385.93,1
649,instagram,2023-01-08,1138.35,1
650,referral,2023-03-15,371.26,1
651,coupon_site,2023-02-27,436.56,4
652,organic,2023-06-20,142.4,1
653,coupon_site,2023-04-14,510.62,1
654,organic,2023-02-25,233.65,12
655,instagram,2023-05-28,1006.15,12
656,coupon_site,2023-03-05,455.97,1
657,instagram,2023-03-28,1131.25,6
658,organic,2023-02-28,222.8,12
659,coupon_site,2023-06-03,325.21,3
660,coupon_site,2023-05-24,292.48,1
661,referral,2023-03-11,264.68,10
662,organic,2023-05-29,164.79,7
663,google,2023-01-21,1080.5,2
664,instagram,2023-02-25,920.3,9
665,instagram,2023-05-28,1516.67,4
666,coupon_site,2023-05-09,327.62,1
667,organic,2023-02-04,190.76,8
668,google,2023-04-03,1001.67,4
669,google,2023-05-31,669.03,8
670,coupon_site,2023-06-08,507.25,1
671,organic,2023-02-12,209.76,12
672,coupon_site,2023-06-12,329.51,1
673,coupon_site,2023-01-23,299.41,2
674,google,2023-01-01,801.83,1
675,coupon_site,2023-06-07,462.1,1
676,instagram,2023-02-23,866.37,7
677,instagram,2023-04-28,1481.91,1
678,instagram,2023-05-28,892.04,12
679,instagram,2023-01-01,1493.22,2
680,google,2023-04-01,1021.09,12
681,instagram,2023-02-19,1285.39,12
682,referral,2023-04-22,289.73,1
683,instagram,2023-03-21,1558.34,11
684,organic,2023-02-17,240.45,7
685,google,2023-05-17,939.81,5
686,google,2023-03-10,850.86,4
687,google,2023-02-07,733.52,12
688,organic,2023-02-02,163.95,1
689,google,2023-03-06,1062.34,12
690,google,2023-05-25,726.23,1
691,organic,2023-03-28,207.53,2
692,coupon_site,2023-05-12,461.44,1
693,google,2023-06-01,936.63,2
694,instagram,2023-03-22,1079.45,12
695,instagram,2023-02-24,907.84,3
696,referral,2023-05-05,392.39,1
697,organic,2023-05-30,151.72,1
698,instagram,2023-03-12,1343.1,9
699,organic,2023-02-19,224.58,1
700,organic,2023-03-25,252.14,12
701,instagram,2023-01-08,1169.49,3
702,referral,2023-02-27,253.46,12
703,coupon_site,2023-04-12,504.56,1
704,organic,2023-06-26,174.55,12
705,instagram,2023-03-16,860.91,1
706,google,2023-05-08,1078.82,2
707,instagram,2023-02-27,1337.9,1
708,organic,2023-01-18,248.27,1
709,referral,2023-03-18,318.03,3
710,coupon_site,2023-03-11,321.73,1
711,organic,2023-05-30,157.2,1
712,coupon_site,2023-04-29,413.37,1
713,referral,2023-06-04,450.15,1
714,instagram,2023-01-23,1134.47,9
715,organic,2023-03-29,207.13,12
716,referral,2023-04-17,256.04,5
717,google,2023-01-16,959.25,1
718,coupon_site,2023-04-28,488.53,1
719,coupon_site,2023-05-01,399.43,1
720,referral,2023-05-21,360.98,8
721,google,2023-01-30,743.77,10
722,referral,2023-04-26,265.58,1
723,instagram,2023-06-03,1205.53,9
724,coupon_site,2023-06-25,316.27,1
725,referral,2023-02-09,372.48,1
726,google,2023-06-09,780.57,1
727,referral,2023-05-20,273.82,1
728,instagram,2023-04-20,1025.45,6
729,coupon_site,2023-03-07,502.38,2
730,organic,2023-06-27,200.38,12
731,organic,2023-03-17,160.41,3
732,referral,2023-01-06,359.03,2
733,coupon_site,2023-06-20,398.96,4
734,organic,2023-04-17,194.14,12
735,organic,2023-06-09,143.48,9
736,coupon_site,2023-01-18,334.23,2
737,instagram,2023-02-04,1243.57,12
738,coupon_site,2023-04-23,434.12,6
739,google,2023-03-12,689.58,1
