txn_id,customer_id,order_date,order_month,base_aov,discount_amount,used_discount,returned,net_revenue
56,18,2023-11-12,7,1140.47,0.0,False,False,1140.47
57,18,2023-11-04,7,1338.4,0.0,False,False,1338.4
58,18,2023-08-06,4,1039.1,0.0,False,False,1039.1
59,18,2023-07-26,3,1416.87,0.0,False,False,1416.87
60,18,2023-08-25,4,1177.14,0.0,False,False,1177.14
61,18,2023-10-29,6,1047.64,0.0,False,False,1047.64
62,19,2023-02-19,0,1120.42,0.0,False,False,1120.42
63,20,2023-06-21,1,905.46,0.0,False,False,905.46
64,20,2023-08-18,3,963.4,0.0,False,False,963.4
65,20,2023-06-14,0,814.67,0.0,False,False,814.67
66,21,2023-06-14,0,1414.49,424.35,True,False,990.14
67,21,2023-07-05,0,1220.65,0.0,False,False,1220.65
68,22,2023-05-14,0,665.93,0.0,False,False,665.93
69,22,2023-05-07,0,945.4,0.0,False,False,945.4
70,22,2023-05-14,0,975.81,0.0,False,False,975.81
71,22,2023-05-11,0,902.11,0.0,False,False,902.11
72,22,2023-05-12,0,1191.73,357.52,True,False,834.21
73,22,2023-05-16,0,1237.21,0.0,False,False,1237.21
74,23,2023-07-10,1,954.62,286.39,True,False,668.23
75,23,2024-02-08,8,633.06,0.0,False,False,633.06
76,23,2023-10-11,4,1009.25,302.77,True,False,706.48
77,23,2024-03-25,10,1349.01,0.0,False,False,1349.01
78,23,2023-06-28,1,1039.01,0.0,False,False,1039.01
79,24,2023-06-28,0,1203.96,0.0,False,False,1203.96
80,24,2023-06-23,0,844.98,0.0,False,False,844.98
81,24,2023-07-09,0,501.84,0.0,False,False,501.84
82,25,2023-06-06,0,1295.41,388.62,True,False,906.79
83,25,2023-06-17,0,962.63,288.79,True,False,673.84
84,25,2023-06-16,0,764.3,0.0,False,False,764.3
85,25,2023-05-25,0,891.17,0.0,False,False,891.17
86,25,2023-06-14,0,927.15,278.15,True,False,649.0
87,26,2023-05-04,2,925.59,0.0,False,False,925.59
88,26,2023-11-12,8,1164.79,0.0,False,False,1164.79
89,26,2023-03-07,0,1177.17,353.15,True,False,824.02
90,26,2023-07-31,5,551.77,0.0,False,False,551.77
91,27,2023-06-13,0,1320.63,0.0,False,True,0.0
92,28,2023-06-16,1,569.33,170.8,True,True,0.0
93,28,2023-05-26,1,998.11,0.0,False,False,998.11
94,28,2023-04-26,0,843.44,0.0,False,False,843.44
95,28,2023-06-20,2,1153.31,0.0,False,False,1153.31
96,28,2023-05-12,0,1128.83,0.0,False,False,1128.83
97,28,2023-06-14,1,758.14,0.0,False,False,758.14
98,28,2023-05-13,0,802.37,240.71,True,False,561.66
99,29,2024-03-01,8,376.07,0.0,False,False,376.07
100,29,2023-08-14,2,805.88,0.0,False,False,805.88
101,29,2024-04-21,10,994.68,0.0,False,False,994.68
102,29,2024-02-11,8,960.91,0.0,False,False,960.91
103,29,2023-10-25,4,1029.24,0.0,False,False,1029.24
104,30,2024-01-24,9,1328.09,0.0,False,False,1328.09
105,30,2023-08-13,3,495.16,0.0,False,False,495.16
106,30,2024-01-05,8,930.39,279.12,True,False,651.27
107,31,2023-07-26,3,839.29,0.0,False,True,0.0
108,31,2023-08-15,4,1179.97,0.0,False,False,1179.97
109,31,2023-09-16,5,1122.93,336.88,True,False,786.05
110,31,2023-12-15,8,886.83,0.0,False,False,886.83
111,31,2023-05-12,1,1382.14,0.0,False,False,1382.14
112,31,2023-07-06,3,906.61,0.0,False,True,0.0
113,31,2023-09-02,5,989.19,0.0,False,False,989.19
114,32,2023-03-17,1,957.84,0.0,False,False,957.84
115,32,2023-02-27,1,1627.35,488.21,True,False,1139.14
116,33,2023-02-06,0,1196.31,358.89,True,True,0.0
117,34,2023-02-01,0,1472.35,441.71,True,False,1030.64
118,34,2023-02-22,0,1173.2,351.96,True,False,821.24
119,34,2023-02-21,0,1257.06,377.12,True,False,879.94
120,35,2023-05-03,0,661.88,0.0,False,False,661.88
121,35,2023-05-09,0,960.67,0.0,False,False,960.67
122,36,2024-01-16,10,767.19,0.0,False,False,767.19
123,37,2023-06-18,3,591.94,0.0,False,False,591.94
124,37,2023-05-25,2,960.58,0.0,False,False,960.58
125,37,2023-10-06,7,935.46,0.0,False,False,935.46
126,37,2023-10-24,7,683.58,0.0,False,False,683.58
127,37,2023-09-05,6,1171.38,0.0,False,False,1171.38
128,38,2023-05-26,0,823.08,246.93,True,False,576.15
129,38,2023-09-01,3,1206.91,0.0,False,False,1206.91
130,38,2023-09-03,3,1005.97,0.0,False,False,1005.97
131,38,2023-09-17,3,1036.78,0.0,False,False,1036.78
132,38,2023-06-13,0,857.38,0.0,False,False,857.38
133,38,2023-05-24,0,1214.27,0.0,False,False,1214.27
134,38,2023-09-13,3,860.22,0.0,False,False,860.22
135,39,2023-08-16,2,446.41,0.0,False,False,446.41
136,39,2023-05-30,0,1265.15,0.0,False,False,1265.15
137,39,2023-06-28,1,947.2,0.0,False,False,947.2
138,40,2023-12-17,8,1181.97,0.0,False,False,1181.97
139,40,2023-06-19,2,969.15,0.0,False,False,969.15
140,41,2023-01-23,0,741.58,222.48,True,False,519.1
141,41,2023-01-22,0,590.91,177.27,True,False,413.64
142,42,2023-02-21,0,1011.81,0.0,False,False,1011.81
143,42,2023-04-11,2,757.38,0.0,False,False,757.38
144,42,2023-02-27,0,995.01,298.5,True,False,696.51
145,42,2023-05-04,2,817.42,245.23,True,False,572.19
146,43,2023-02-12,0,1236.41,0.0,False,False,1236.41
147,43,2023-03-17,1,577.66,173.3,True,False,404.36
148,43,2023-05-26,3,1286.5,0.0,False,True,0.0
149,43,2023-05-17,3,727.34,0.0,False,False,727.34
150,44,2023-10-07,3,585.93,0.0,False,False,585.93
151,45,2023-07-04,0,890.84,267.25,True,False,623.59
152,45,2023-09-27,3,706.56,211.97,True,False,494.59
153,46,2024-01-02,6,1515.38,454.62,True,False,1060.76
154,46,2024-02-02,7,706.44,0.0,False,False,706.44
155,47,2023-11-12,6,974.14,0.0,False,False,974.14
156,48,2023-06-21,2,909.53,272.86,True,False,636.67
157,48,2023-06-17,2,574.13,172.24,True,False,401.89
158,48,2023-06-11,2,1172.28,351.68,True,False,820.6
159,49,2023-06-03,2,582.65,0.0,False,False,582.65
160,49,2023-08-02,4,1338.23,0.0,False,False,1338.23
161,49,2023-04-16,0,1239.47,0.0,False,False,1239.47
162,49,2024-03-10,11,564.32,0.0,False,False,564.32
163,49,2023-04-21,0,564.24,0.0,False,False,564.24
164,49,2023-08-27,5,830.12,0.0,False,False,830.12
165,50,2023-05-26,0,1085.83,325.75,True,True,0.0
166,50,2023-05-24,0,685.96,0.0,False,False,685.96
167,50,2023-05-09,0,1159.04,347.71,True,False,811.33
168,51,2023-03-02,0,1068.71,320.61,True,False,748.1
169,51,2023-02-05,0,1006.33,301.9,True,False,704.43
170,52,2023-07-13,0,1166.19,0.0,False,False,1166.19
171,52,2023-08-03,1,900.5,0.0,False,False,900.5
172,52,2023-07-20,0,1215.67,0.0,False,False,1215.67
173,52,2023-08-09,1,1064.37,319.31,True,False,745.06
174,52,2023-07-11,0,923.97,0.0,False,False,923.97
175,53,2023-04-04,0,942.3,0.0,False,False,942.3
176,53,2023-09-06,5,1339.58,0.0,False,False,1339.58
177,53,2023-08-05,4,1089.13,0.0,False,False,1089.13
178,54,2023-08-11,5,1163.96,0.0,False,False,1163.96
179,54,2023-06-19,4,1232.6,0.0,False,False,1232.6
180,54,2024-01-01,10,1101.59,0.0,False,False,1101.59
181,55,2023-05-06,2,1044.52,313.35,True,False,731.17
182,56,2023-05-26,4,995.69,0.0,False,False,995.69
183,57,2023-05-17,0,720.65,0.0,False,False,720.65
184,57,2023-07-04,2,1231.14,0.0,False,False,1231.14
185,57,2023-06-05,1,806.87,0.0,False,False,806.87
186,58,2023-05-06,0,1179.58,353.87,True,False,825.71
187,59,2023-06-21,1,758.02,227.41,True,False,530.61
188,59,2023-07-05,2,1124.6,0.0,False,False,1124.6
189,59,2023-05-20,0,524.59,0.0,False,False,524.59
190,59,2023-05-19,0,684.37,0.0,False,False,684.37
191,59,2023-06-06,1,913.54,0.0,False,False,913.54
192,59,2023-06-30,1,768.37,0.0,False,False,768.37
193,59,2023-05-31,0,1206.76,0.0,False,False,1206.76
194,59,2023-05-14,0,1306.64,0.0,False,False,1306.64
195,60,2023-05-08,4,547.22,0.0,False,False,547.22
196,60,2023-08-27,7,1646.82,0.0,False,False,1646.82
197,60,2023-09-22,8,455.95,0.0,False,False,455.95
198,60,2023-05-22,4,756.76,227.03,True,False,529.73
199,60,2023-11-15,10,934.82,0.0,False,False,934.82
200,61,2023-05-25,0,908.73,0.0,False,False,908.73
201,61,2023-06-02,0,200.0,0.0,False,False,200.0
202,62,2024-02-05,10,758.55,227.57,True,False,530.98
203,62,2023-06-15,2,1019.92,305.98,True,False,713.94
204,62,2023-06-05,1,811.51,0.0,False,False,811.51
205,62,2023-05-31,1,830.78,0.0,False,True,0.0
206,63,2023-03-26,0,1090.56,327.17,True,False,763.39
207,63,2023-04-06,0,1278.93,383.68,True,False,895.25
208,63,2023-04-09,0,997.0,299.1,True,False,697.9
209,64,2023-08-04,5,1115.42,0.0,False,True,0.0
210,64,2023-07-15,4,1164.92,349.48,True,False,815.44
211,64,2023-10-05,7,1394.49,0.0,False,False,1394.49
212,64,2023-03-03,0,787.23,236.17,True,False,551.06
213,65,2023-11-19,5,1046.8,0.0,False,False,1046.8
214,65,2023-08-09,2,839.55,251.86,True,False,587.69
215,65,2023-06-19,0,668.33,0.0,False,False,668.33
216,65,2023-07-29,1,1141.94,0.0,False,False,1141.94
217,66,2023-03-30,0,966.33,0.0,False,False,966.33
218,66,2023-04-11,0,899.53,0.0,False,False,899.53
219,66,2023-04-11,0,1009.33,0.0,False,False,1009.33
220,66,2023-03-28,0,899.39,0.0,False,False,899.39
221,67,2023-07-19,0,1032.5,309.75,True,False,722.75
222,67,2023-08-07,1,783.37,235.01,True,True,0.0
223,67,2023-07-17,0,599.89,179.97,True,False,419.92
224,68,2023-05-30,2,1074.23,322.27,True,False,751.96
225,68,2023-07-15,4,946.91,0.0,False,False,946.91
226,68,2023-06-15,3,865.7,0.0,False,False,865.7
227,68,2023-03-22,0,963.75,0.0,False,False,963.75
228,68,2023-06-09,2,778.3,0.0,False,False,778.3
229,68,2023-04-10,0,1089.07,0.0,False,True,0.0
230,68,2023-05-18,2,734.67,0.0,False,False,734.67
231,68,2023-08-17,5,1324.37,0.0,False,False,1324.37
232,68,2023-08-13,5,1254.29,0.0,False,False,1254.29
233,69,2023-05-18,1,975.2,292.56,True,False,682.64
234,70,2023-03-01,0,1159.03,347.71,True,False,811.32
235,70,2023-03-11,0,1317.73,0.0,False,False,1317.73
236,70,2023-03-09,0,905.11,271.53,True,True,0.0
237,71,2023-07-24,1,654.17,0.0,False,False,654.17
238,71,2023-07-27,1,868.56,0.0,False,False,868.56
239,71,2023-08-28,3,1034.38,0.0,False,False,1034.38
240,72,2023-03-14,0,1176.89,0.0,False,False,1176.89
241,72,2023-03-16,0,590.75,177.23,True,False,413.52
242,73,2023-08-11,6,823.99,0.0,False,False,823.99
243,73,2023-04-26,3,944.38,0.0,False,False,944.38
244,73,2023-04-13,2,1208.0,0.0,False,False,1208.0
245,73,2023-03-01,1,1202.73,0.0,False,False,1202.73
246,74,2023-04-03,0,567.26,0.0,False,False,567.26
247,74,2023-03-14,0,819.91,0.0,False,False,819.91
248,74,2023-04-02,0,520.52,0.0,False,False,520.52
249,74,2023-03-18,0,664.77,0.0,False,False,664.77
250,75,2023-04-15,1,617.23,185.17,True,False,432.06
251,75,2023-02-25,0,960.64,0.0,False,True,0.0
252,76,2023-03-21,0,798.74,0.0,False,False,798.74
253,77,2023-04-02,1,964.05,0.0,False,False,964.05
254,77,2023-04-28,2,976.53,0.0,False,False,976.53
255,77,2023-03-15,0,1127.14,0.0,False,False,1127.14
256,77,2023-05-01,2,681.83,204.55,True,False,477.28
257,78,2023-03-09,0,1171.13,0.0,False,False,1171.13
258,78,2023-02-16,0,894.48,0.0,False,False,894.48
259,78,2023-03-16,0,579.35,0.0,False,False,579.35
260,78,2023-02-21,0,744.58,0.0,False,False,744.58
261,78,2023-02-17,0,1233.75,0.0,False,False,1233.75
262,78,2023-03-07,0,892.49,267.75,True,False,624.74
263,78,2023-02-27,0,668.84,0.0,False,False,668.84
264,79,2023-05-14,2,588.38,0.0,False,False,588.38
265,80,2023-07-06,0,969.71,290.91,True,False,678.8
266,80,2023-07-05,0,690.09,207.03,True,False,483.06
267,80,2023-07-01,0,1138.08,341.42,True,False,796.66
268,80,2023-07-15,0,1165.47,349.64,True,False,815.83
269,81,2023-11-19,6,577.55,0.0,False,False,577.55
270,81,2024-02-16,8,928.37,0.0,False,False,928.37
271,81,2024-02-08,8,1152.03,0.0,False,False,1152.03
272,82,2023-04-10,0,604.49,0.0,False,False,604.49
273,82,2023-04-01,0,918.35,275.51,True,False,642.84
274,82,2023-04-18,0,1125.17,0.0,False,False,1125.17
275,83,2023-11-08,5,676.35,0.0,False,False,676.35
276,83,2023-07-13,1,797.56,0.0,False,False,797.56
277,83,2023-10-04,4,801.83,0.0,False,False,801.83
278,83,2023-10-09,4,1011.38,0.0,False,False,1011.38
279,84,2023-06-20,0,827.35,0.0,False,False,827.35
280,84,2023-07-02,0,648.64,0.0,False,False,648.64
281,84,2023-06-27,0,773.19,0.0,False,False,773.19
282,85,2023-01-30,0,1310.61,0.0,False,False,1310.61
283,85,2023-02-14,0,707.83,0.0,False,False,707.83
284,85,2023-02-14,0,793.51,0.0,False,False,793.51
285,85,2023-02-12,0,813.2,0.0,False,False,813.2
286,86,2023-02-25,0,1104.3,331.29,True,False,773.01
287,86,2023-02-22,0,732.05,219.61,True,True,0.0
288,86,2023-02-19,0,1088.47,326.54,True,False,761.93
289,86,2023-03-10,0,1239.08,371.72,True,False,867.36
290,86,2023-02-27,0,682.8,204.84,True,False,477.96
291,87,2023-08-17,7,1043.54,0.0,False,False,1043.54
292,87,2023-11-07,10,1023.84,0.0,False,False,1023.84
293,87,2023-09-17,8,886.02,0.0,False,False,886.02
294,88,2023-04-06,0,860.28,0.0,False,False,860.28
295,88,2023-03-25,0,1145.02,0.0,False,False,1145.02
296,88,2023-03-18,0,445.33,0.0,False,False,445.33
297,88,2023-04-06,0,870.5,0.0,False,False,870.5
298,88,2023-03-23,0,850.98,255.29,True,False,595.69
299,89,2023-04-24,3,1013.12,0.0,False,False,1013.12
300,89,2023-01-21,0,924.56,277.37,True,False,647.19
301,89,2023-05-05,3,602.12,180.64,True,False,421.48
302,89,2023-11-13,9,957.94,287.38,True,False,670.56
303,90,2023-02-03,0,798.49,0.0,False,True,0.0
304,90,2023-02-17,0,936.22,0.0,False,False,936.22
305,90,2023-02-11,0,826.0,0.0,False,False,826.0
306,90,2023-02-04,0,859.6,257.88,True,False,601.72
307,91,2023-02-10,1,1159.12,0.0,False,False,1159.12
308,91,2023-01-24,0,1043.57,0.0,False,False,1043.57
309,92,2023-07-02,0,823.17,246.95,True,False,576.22
310,92,2023-07-28,1,379.97,0.0,False,False,379.97
311,93,2023-04-12,1,644.65,193.4,True,False,451.25
312,94,2023-05-22,0,782.31,0.0,False,False,782.31
313,94,2023-04-28,0,802.8,0.0,False,False,802.8
314,94,2023-05-26,0,1178.78,0.0,False,False,1178.78
315,94,2023-05-11,0,1424.61,0.0,False,False,1424.61
316,95,2023-04-14,0,816.74,0.0,False,False,816.74
317,96,2023-04-18,0,653.63,0.0,False,False,653.63
318,97,2023-02-21,0,736.24,220.87,True,True,0.0
319,97,2023-02-16,0,1158.67,347.6,True,False,811.07
320,98,2023-08-22,1,957.67,0.0,False,False,957.67
321,99,2023-03-09,1,1072.5,0.0,False,False,1072.5
322,99,2023-02-02,0,903.72,0.0,False,False,903.72
323,99,2023-02-23,1,1077.48,0.0,False,False,1077.48
324,99,2023-03-05,1,982.49,0.0,False,False,982.49
325,99,2023-02-05,0,655.08,0.0,False,False,655.08
326,99,2023-03-05,1,1150.86,0.0,False,False,1150.86
327,100,2024-01-31,8,1197.46,0.0,False,False,1197.46
328,100,2024-03-23,10,774.13,0.0,False,False,774.13
329,100,2023-10-02,4,817.54,0.0,False,False,817.54
330,101,2023-03-07,0,1010.14,0.0,False,True,0.0
331,101,2023-04-21,2,1132.26,0.0,False,False,1132.26
332,101,2023-04-24,2,746.12,0.0,False,False,746.12
333,101,2023-05-12,2,1007.35,0.0,False,False,1007.35
334,101,2023-06-15,4,641.89,0.0,False,False,641.89
335,101,2023-03-19,1,1011.16,303.35,True,False,707.81
336,101,2023-03-27,1,1270.06,381.02,True,False,889.04
337,101,2023-07-17,5,631.03,189.31,True,False,441.72
338,102,2023-06-16,2,706.61,0.0,False,True,0.0
339,102,2023-04-24,0,863.32,0.0,False,False,863.32
340,102,2023-05-21,1,859.4,0.0,False,False,859.4
341,103,2023-11-30,8,1189.86,0.0,False,False,1189.86
342,103,2023-09-18,6,637.38,0.0,False,False,637.38
343,103,2023-07-15,3,1071.72,0.0,False,False,1071.72
344,103,2023-09-29,6,841.37,0.0,False,False,841.37
345,104,2023-09-18,6,1202.43,0.0,False,False,1202.43
346,104,2023-08-01,5,883.07,0.0,False,False,883.07
347,104,2023-09-28,6,639.62,191.89,True,True,0.0
348,104,2023-09-18,6,691.62,0.0,False,False,691.62
349,104,2023-06-17,3,532.89,0.0,False,False,532.89
350,104,2023-03-15,0,987.47,0.0,False,False,987.47
351,104,2023-05-27,2,868.86,0.0,False,False,868.86
352,105,2023-04-07,0,1038.39,311.52,True,False,726.87
353,105,2023-03-28,0,889.67,0.0,False,False,889.67
354,105,2023-03-26,0,730.15,219.05,True,False,511.1
355,106,2023-04-04,0,834.26,250.28,True,False,583.98
356,106,2023-05-11,1,946.92,284.07,True,False,662.85
357,106,2023-04-08,0,562.18,0.0,False,True,0.0
358,106,2023-05-17,1,724.14,0.0,False,False,724.14
359,106,2023-05-19,1,1104.53,331.36,True,False,773.17
360,106,2023-04-22,0,971.28,0.0,False,False,971.28
361,107,2023-11-17,7,816.38,244.92,True,False,571.46
362,107,2023-06-10,2,1308.45,0.0,False,False,1308.45
363,108,2023-02-26,0,1046.04,0.0,False,False,1046.04
364,108,2023-02-15,0,1148.87,0.0,False,False,1148.87
365,108,2023-01-30,0,954.57,0.0,False,False,954.57
366,108,2023-02-01,0,789.84,236.95,True,False,552.89
367,109,2023-08-18,3,1028.68,0.0,False,False,1028.68
368,109,2023-05-23,0,765.79,0.0,False,False,765.79
369,110,2023-05-03,0,974.92,0.0,False,False,974.92
370,110,2023-05-07,0,633.58,0.0,False,False,633.58
371,110,2023-05-03,0,851.59,0.0,False,False,851.59
372,110,2023-05-01,0,1231.82,0.0,False,False,1231.82
373,110,2023-05-01,0,808.42,0.0,False,False,808.42
374,110,2023-05-08,0,1176.59,0.0,False,False,1176.59
375,110,2023-05-16,0,876.35,0.0,False,False,876.35
376,111,2023-06-17,2,861.2,258.36,True,False,602.84
377,111,2023-05-24,1,948.0,284.4,True,False,663.6
378,112,2023-08-06,2,1016.69,0.0,False,False,1016.69
379,113,2023-07-05,0,705.88,0.0,False,False,705.88
380,113,2023-06-18,0,765.24,0.0,False,False,765.24
381,113,2023-08-06,1,818.36,0.0,False,False,818.36
382,113,2023-06-30,0,1311.03,0.0,False,False,1311.03
383,113,2023-07-18,1,1377.65,0.0,False,False,1377.65
384,113,2023-07-26,1,592.96,0.0,False,False,592.96
385,113,2023-06-29,0,880.13,264.04,True,False,616.09
386,113,2023-07-25,1,801.4,0.0,False,False,801.4
387,114,2023-05-21,1,839.31,0.0,False,False,839.31
388,114,2023-05-02,1,1267.68,0.0,False,False,1267.68
389,114,2023-04-21,0,1139.04,341.71,True,False,797.33
390,115,2023-04-25,2,1026.16,0.0,False,True,0.0
391,115,2023-04-04,1,1023.04,0.0,False,False,1023.04
392,115,2023-03-16,0,991.91,0.0,False,False,991.91
393,116,2023-06-15,4,1030.8,309.24,True,False,721.56
394,116,2023-12-23,10,1354.4,406.32,True,False,948.08
395,116,2023-08-08,6,1125.99,0.0,False,False,1125.99
396,116,2023-12-30,11,594.41,0.0,False,True,0.0
397,116,2023-03-17,1,1159.07,0.0,False,False,1159.07
398,117,2023-03-06,0,1326.33,397.9,True,False,928.43
399,117,2023-03-30,0,1008.33,0.0,False,False,1008.33
400,117,2023-03-28,0,1091.22,0.0,False,False,1091.22
401,117,2023-03-14,0,551.79,0.0,False,False,551.79
402,117,2023-03-24,0,798.65,0.0,False,False,798.65
403,117,2023-03-05,0,1413.14,0.0,False,False,1413.14
404,118,2023-05-12,0,705.13,0.0,False,False,705.13
405,118,2023-06-07,0,1149.51,344.85,True,True,0.0
406,118,2023-05-15,0,902.59,0.0,False,False,902.59
407,118,2023-05-23,0,909.26,0.0,False,False,909.26
408,118,2023-06-03,0,599.58,0.0,False,False,599.58
409,119,2023-05-07,1,1188.59,0.0,False,False,1188.59
410,120,2023-07-28,2,822.94,0.0,False,True,0.0
411,120,2024-01-21,8,1116.78,335.04,True,False,781.74
412,120,2023-09-22,4,930.81,0.0,False,False,930.81
413,120,2024-01-25,8,689.97,0.0,False,False,689.97
414,120,2023-12-16,7,1133.81,0.0,False,False,1133.81
415,121,2023-06-28,0,766.9,0.0,False,False,766.9
416,121,2023-06-12,0,463.99,0.0,False,False,463.99
417,121,2023-06-28,0,1062.62,0.0,False,False,1062.62
418,121,2023-06-10,0,912.97,0.0,False,False,912.97
419,122,2023-05-28,3,698.38,209.51,True,False,488.87
420,122,2023-09-02,6,973.88,0.0,False,False,973.88
421,122,2023-07-09,4,829.28,248.78,True,False,580.5
422,122,2023-08-01,5,970.43,0.0,False,False,970.43
423,123,2023-02-27,1,1195.96,358.79,True,False,837.17
424,124,2024-01-28,7,978.92,0.0,False,True,0.0
425,124,2023-11-07,5,1076.9,0.0,False,False,1076.9
426,125,2023-06-20,0,423.82,127.15,True,False,296.67
427,126,2023-08-14,1,973.58,292.07,True,False,681.51
428,127,2023-02-10,0,1213.27,363.98,True,False,849.29
429,128,2023-10-30,4,708.85,0.0,False,False,708.85
430,128,2024-03-22,9,942.08,0.0,False,False,942.08
431,128,2023-10-19,4,977.67,0.0,False,False,977.67
432,129,2023-05-22,0,946.88,284.06,True,False,662.82
433,129,2023-05-08,0,1090.37,327.11,True,False,763.26
434,130,2023-04-14,1,1060.19,0.0,False,False,1060.19
435,130,2023-06-05,3,1021.37,0.0,False,False,1021.37
436,130,2023-04-13,1,871.26,0.0,False,False,871.26
437,130,2023-06-10,3,1184.38,0.0,False,False,1184.38
438,131,2023-06-19,5,810.44,0.0,False,False,810.44
439,131,2023-04-30,3,803.59,0.0,False,False,803.59
440,131,2023-01-07,0,1142.1,342.63,True,False,799.47
441,131,2023-03-13,2,947.04,0.0,False,False,947.04
442,131,2023-04-27,3,1035.92,0.0,False,False,1035.92
443,131,2023-02-13,1,1090.75,0.0,False,False,1090.75
444,132,2023-07-13,0,790.44,237.13,True,False,553.31
445,132,2023-07-11,0,724.89,217.47,True,False,507.42
446,133,2024-06-05,11,775.23,0.0,False,False,775.23
447,134,2023-07-22,5,1216.04,364.81,True,True,0.0
448,134,2023-09-17,7,633.3,0.0,False,False,633.3
449,134,2023-06-19,4,989.73,0.0,False,False,989.73
450,134,2023-05-15,3,981.95,0.0,False,False,981.95
451,134,2023-05-22,3,1161.61,348.48,True,False,813.13
452,134,2023-04-05,1,701.97,0.0,False,False,701.97
453,134,2023-11-02,8,1329.53,398.86,True,False,930.67
454,134,2023-04-18,2,1097.85,0.0,False,False,1097.85
455,135,2023-10-02,3,596.34,0.0,False,False,596.34
456,136,2023-12-04,7,782.2,0.0,False,False,782.2
457,136,2024-04-12,11,951.75,0.0,False,False,951.75
458,136,2024-01-14,8,1170.82,0.0,False,False,1170.82
459,136,2023-08-31,4,706.82,0.0,False,False,706.82
460,136,2023-08-07,3,1122.08,0.0,False,False,1122.08
461,136,2023-08-09,3,695.76,0.0,False,False,695.76
462,137,2023-02-12,0,964.36,289.31,True,False,675.05
463,138,2023-04-25,0,1131.52,0.0,False,False,1131.52
464,138,2023-04-11,0,759.23,0.0,False,False,759.23
465,138,2023-04-04,0,845.23,0.0,False,False,845.23
466,139,2024-03-01,8,1142.37,0.0,False,False,1142.37
467,139,2024-05-25,11,1051.53,315.46,True,False,736.07
468,140,2023-11-10,7,1148.77,0.0,False,False,1148.77
